{'doc_id': 'APW_ENG_20010401.0004', 'sentence_id': 19, 'h': {'id': 'Q956', 'pos': [9, 10]}, 't': {'id': 'Q148', 'pos': [32, 33]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0439', 'sentence_id': 7, 'h': {'id': 'Q649', 'pos': [37, 38]}, 't': {'id': 'Q159', 'pos': [44, 45]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0470', 'sentence_id': 6, 'h': {'id': 'Q41', 'pos': [13, 14]}, 't': {'id': 'Q1524', 'pos': [1, 2]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0470', 'sentence_id': 6, 'h': {'id': 'Q423', 'pos': [8, 10]}, 't': {'id': 'Q884', 'pos': [3, 5]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0492', 'sentence_id': 2, 'h': {'id': 'Q155', 'pos': [33, 34]}, 't': {'id': 'Q414', 'pos': [41, 42]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0517', 'sentence_id': 9, 'h': {'id': 'Q277802', 'pos': [0, 2]}, 't': {'id': 'Q34', 'pos': [2, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0525', 'sentence_id': 2, 'h': {'id': 'Q801', 'pos': [4, 5]}, 't': {'id': 'Q79', 'pos': [2, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0528', 'sentence_id': 2, 'h': {'id': 'Q1246', 'pos': [38, 39]}, 't': {'id': 'Q403', 'pos': [9, 10]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0529', 'sentence_id': 2, 'h': {'id': 'Q40', 'pos': [4, 5]}, 't': {'id': 'Q214', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0534', 'sentence_id': 6, 'h': {'id': 'Q159', 'pos': [4, 5]}, 't': {'id': 'Q212', 'pos': [20, 21]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0534', 'sentence_id': 6, 'h': {'id': 'Q128', 'pos': [4, 5]}, 't': {'id': 'Q127', 'pos': [20, 21]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0539', 'sentence_id': 6, 'h': {'id': 'Q39760', 'pos': [16, 18]}, 't': {'id': 'Q801', 'pos': [19, 20]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0539', 'sentence_id': 14, 'h': {'id': 'Q3630', 'pos': [8, 9]}, 't': {'id': 'Q252', 'pos': [2, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0539', 'sentence_id': 14, 'h': {'id': 'Q843', 'pos': [10, 11]}, 't': {'id': 'Q794', 'pos': [12, 13]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0539', 'sentence_id': 15, 'h': {'id': 'Q222', 'pos': [7, 8]}, 't': {'id': 'Q236', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0545', 'sentence_id': 3, 'h': {'id': 'Q218', 'pos': [8, 9]}, 't': {'id': 'Q219', 'pos': [9, 10]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0554', 'sentence_id': 1, 'h': {'id': 'Q155', 'pos': [18, 19]}, 't': {'id': 'Q843', 'pos': [8, 9]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0568', 'sentence_id': 1, 'h': {'id': 'Q1209676', 'pos': [12, 13]}, 't': {'id': 'Q96', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0584', 'sentence_id': 9, 'h': {'id': 'Q1246', 'pos': [18, 19]}, 't': {'id': 'Q222', 'pos': [21, 22]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0591', 'sentence_id': 1, 'h': {'id': 'Q1814508', 'pos': [7, 8]}, 't': {'id': 'Q155', 'pos': [5, 6]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0645', 'sentence_id': 12, 'h': {'id': 'Q17', 'pos': [4, 5]}, 't': {'id': 'Q423', 'pos': [0, 2]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0681', 'sentence_id': 2, 'h': {'id': 'Q43', 'pos': [5, 6]}, 't': {'id': 'Q219', 'pos': [2, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0682', 'sentence_id': 9, 'h': {'id': 'Q34', 'pos': [36, 37]}, 't': {'id': 'Q20', 'pos': [35, 36]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0704', 'sentence_id': 3, 'h': {'id': 'Q877635', 'pos': [16, 18]}, 't': {'id': 'Q1794', 'pos': [15, 16]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0706', 'sentence_id': 2, 'h': {'id': 'Q27381', 'pos': [7, 9]}, 't': {'id': 'Q1028', 'pos': [11, 12]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0727', 'sentence_id': 28, 'h': {'id': 'Q2065', 'pos': [12, 13]}, 't': {'id': 'Q2067', 'pos': [14, 15]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0739', 'sentence_id': 7, 'h': {'id': 'Q10305', 'pos': [5, 6]}, 't': {'id': 'Q29', 'pos': [26, 27]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0755', 'sentence_id': 3, 'h': {'id': 'Q836', 'pos': [15, 16]}, 't': {'id': 'Q252', 'pos': [12, 13]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0757', 'sentence_id': 1, 'h': {'id': 'Q817', 'pos': [14, 15]}, 't': {'id': 'Q796', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0760', 'sentence_id': 1, 'h': {'id': 'Q963', 'pos': [10, 11]}, 't': {'id': 'Q258', 'pos': [8, 10]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0760', 'sentence_id': 7, 'h': {'id': 'Q212', 'pos': [0, 1]}, 't': {'id': 'Q159', 'pos': [15, 16]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0760', 'sentence_id': 7, 'h': {'id': 'Q28', 'pos': [24, 25]}, 't': {'id': 'Q45', 'pos': [40, 41]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0760', 'sentence_id': 8, 'h': {'id': 'Q184', 'pos': [3, 4]}, 't': {'id': 'Q36', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010506.0761', 'sentence_id': 2, 'h': {'id': 'Q16007968', 'pos': [30, 31]}, 't': {'id': 'Q889', 'pos': [13, 14]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0079', 'sentence_id': 7, 'h': {'id': 'Q1246', 'pos': [4, 5]}, 't': {'id': 'Q403', 'pos': [35, 36]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0079', 'sentence_id': 7, 'h': {'id': 'Q35', 'pos': [5, 6]}, 't': {'id': 'Q34', 'pos': [4, 5]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0139', 'sentence_id': 1, 'h': {'id': 'Q458', 'pos': [0, 2]}, 't': {'id': 'Q159', 'pos': [15, 16]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0139', 'sentence_id': 21, 'h': {'id': 'Q30', 'pos': [11, 13]}, 't': {'id': 'Q1014', 'pos': [9, 10]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0149', 'sentence_id': 29, 'h': {'id': 'Q851', 'pos': [23, 25]}, 't': {'id': 'Q794', 'pos': [12, 13]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0150', 'sentence_id': 29, 'h': {'id': 'Q212', 'pos': [0, 1]}, 't': {'id': 'Q183', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0157', 'sentence_id': 13, 'h': {'id': 'Q1246', 'pos': [16, 17]}, 't': {'id': 'Q403', 'pos': [5, 6]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0276', 'sentence_id': 63, 'h': {'id': 'Q79', 'pos': [23, 24]}, 't': {'id': 'Q1016', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0276', 'sentence_id': 69, 'h': {'id': 'Q833', 'pos': [32, 33]}, 't': {'id': 'Q1865', 'pos': [35, 37]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0276', 'sentence_id': 69, 'h': {'id': 'Q224', 'pos': [21, 22]}, 't': {'id': 'Q41', 'pos': [4, 5]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0406', 'sentence_id': 10, 'h': {'id': 'Q148', 'pos': [7, 8]}, 't': {'id': 'Q865', 'pos': [24, 25]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0411', 'sentence_id': 10, 'h': {'id': 'Q211', 'pos': [2, 3]}, 't': {'id': 'Q212', 'pos': [4, 5]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0445', 'sentence_id': 10, 'h': {'id': 'Q55', 'pos': [21, 22]}, 't': {'id': 'Q334', 'pos': [12, 13]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0447', 'sentence_id': 1, 'h': {'id': 'Q810', 'pos': [8, 9]}, 't': {'id': 'Q878', 'pos': [10, 14]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0447', 'sentence_id': 16, 'h': {'id': 'Q183', 'pos': [8, 9]}, 't': {'id': 'Q40', 'pos': [22, 23]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0447', 'sentence_id': 16, 'h': {'id': 'Q869', 'pos': [22, 23]}, 't': {'id': 'Q148', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0447', 'sentence_id': 18, 'h': {'id': 'Q664', 'pos': [17, 19]}, 't': {'id': 'Q16', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0483', 'sentence_id': 10, 'h': {'id': 'Q148', 'pos': [40, 41]}, 't': {'id': 'Q865', 'pos': [17, 18]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0494', 'sentence_id': 1, 'h': {'id': 'Q153221', 'pos': [23, 25]}, 't': {'id': 'Q865', 'pos': [22, 23]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0494', 'sentence_id': 16, 'h': {'id': 'Q334', 'pos': [22, 23]}, 't': {'id': 'Q869', 'pos': [24, 25]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0494', 'sentence_id': 16, 'h': {'id': 'Q865', 'pos': [8, 9]}, 't': {'id': 'Q148', 'pos': [11, 12]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0494', 'sentence_id': 16, 'h': {'id': 'Q865', 'pos': [20, 21]}, 't': {'id': 'Q148', 'pos': [1, 2]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0494', 'sentence_id': 16, 'h': {'id': 'Q956', 'pos': [40, 41]}, 't': {'id': 'Q148', 'pos': [26, 27]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0494', 'sentence_id': 16, 'h': {'id': 'Q148', 'pos': [17, 18]}, 't': {'id': 'Q865', 'pos': [13, 14]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0494', 'sentence_id': 19, 'h': {'id': 'Q120', 'pos': [41, 42]}, 't': {'id': 'Q121', 'pos': [28, 29]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0502', 'sentence_id': 15, 'h': {'id': 'Q124739', 'pos': [20, 21]}, 't': {'id': 'Q96', 'pos': [21, 22]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0512', 'sentence_id': 6, 'h': {'id': 'Q164055', 'pos': [14, 16]}, 't': {'id': 'Q148', 'pos': [24, 25]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0512', 'sentence_id': 6, 'h': {'id': 'Q17', 'pos': [12, 13]}, 't': {'id': 'Q183', 'pos': [5, 6]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0534', 'sentence_id': 10, 'h': {'id': 'Q148', 'pos': [15, 16]}, 't': {'id': 'Q711', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0563', 'sentence_id': 1, 'h': {'id': 'Q865', 'pos': [18, 19]}, 't': {'id': 'Q8646', 'pos': [8, 10]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0563', 'sentence_id': 1, 'h': {'id': 'Q17', 'pos': [37, 38]}, 't': {'id': 'Q884', 'pos': [22, 24]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0563', 'sentence_id': 5, 'h': {'id': 'Q11708', 'pos': [5, 7]}, 't': {'id': 'Q27231', 'pos': [3, 5]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0563', 'sentence_id': 5, 'h': {'id': 'Q148', 'pos': [18, 19]}, 't': {'id': 'Q865', 'pos': [8, 9]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0563', 'sentence_id': 5, 'h': {'id': 'Q148', 'pos': [24, 25]}, 't': {'id': 'Q869', 'pos': [37, 38]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0563', 'sentence_id': 5, 'h': {'id': 'Q928', 'pos': [6, 7]}, 't': {'id': 'Q252', 'pos': [8, 9]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0563', 'sentence_id': 5, 'h': {'id': 'Q252', 'pos': [17, 18]}, 't': {'id': 'Q869', 'pos': [16, 17]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0563', 'sentence_id': 5, 'h': {'id': 'Q17', 'pos': [0, 1]}, 't': {'id': 'Q865', 'pos': [12, 13]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0565', 'sentence_id': 16, 'h': {'id': 'Q16597', 'pos': [23, 25]}, 't': {'id': 'Q17427', 'pos': [41, 45]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0565', 'sentence_id': 16, 'h': {'id': 'Q833', 'pos': [12, 13]}, 't': {'id': 'Q148', 'pos': [11, 12]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0566', 'sentence_id': 7, 'h': {'id': 'Q865', 'pos': [7, 8]}, 't': {'id': 'Q16', 'pos': [18, 19]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0567', 'sentence_id': 6, 'h': {'id': 'Q833', 'pos': [29, 30]}, 't': {'id': 'Q921', 'pos': [31, 32]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0567', 'sentence_id': 6, 'h': {'id': 'Q865', 'pos': [0, 1]}, 't': {'id': 'Q148', 'pos': [21, 22]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0580', 'sentence_id': 1, 'h': {'id': 'Q865', 'pos': [0, 6]}, 't': {'id': 'Q8646', 'pos': [26, 28]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0580', 'sentence_id': 5, 'h': {'id': 'Q928', 'pos': [27, 28]}, 't': {'id': 'Q833', 'pos': [29, 30]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0580', 'sentence_id': 6, 'h': {'id': 'Q865', 'pos': [0, 1]}, 't': {'id': 'Q148', 'pos': [15, 16]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0580', 'sentence_id': 6, 'h': {'id': 'Q865', 'pos': [16, 17]}, 't': {'id': 'Q928', 'pos': [5, 6]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0580', 'sentence_id': 7, 'h': {'id': 'Q252', 'pos': [32, 33]}, 't': {'id': 'Q869', 'pos': [33, 34]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0580', 'sentence_id': 7, 'h': {'id': 'Q252', 'pos': [22, 23]}, 't': {'id': 'Q869', 'pos': [39, 40]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0580', 'sentence_id': 7, 'h': {'id': 'Q884', 'pos': [62, 64]}, 't': {'id': 'Q833', 'pos': [50, 51]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0580', 'sentence_id': 7, 'h': {'id': 'Q928', 'pos': [26, 27]}, 't': {'id': 'Q833', 'pos': [24, 25]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0580', 'sentence_id': 7, 'h': {'id': 'Q884', 'pos': [6, 8]}, 't': {'id': 'Q252', 'pos': [9, 10]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0581', 'sentence_id': 1, 'h': {'id': 'Q865', 'pos': [28, 29]}, 't': {'id': 'Q17', 'pos': [30, 31]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0581', 'sentence_id': 1, 'h': {'id': 'Q865', 'pos': [23, 24]}, 't': {'id': 'Q928', 'pos': [13, 14]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0581', 'sentence_id': 2, 'h': {'id': 'Q865', 'pos': [21, 22]}, 't': {'id': 'Q148', 'pos': [12, 13]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0581', 'sentence_id': 2, 'h': {'id': 'Q334', 'pos': [57, 58]}, 't': {'id': 'Q48', 'pos': [15, 16]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0599', 'sentence_id': 18, 'h': {'id': 'Q1867', 'pos': [10, 11]}, 't': {'id': 'Q865', 'pos': [21, 22]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0599', 'sentence_id': 28, 'h': {'id': 'Q148', 'pos': [33, 34]}, 't': {'id': 'Q17', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0603', 'sentence_id': 20, 'h': {'id': 'Q159', 'pos': [7, 8]}, 't': {'id': 'Q37', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0603', 'sentence_id': 30, 'h': {'id': 'Q1867', 'pos': [35, 36]}, 't': {'id': 'Q22368', 'pos': [37, 39]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0631', 'sentence_id': 16, 'h': {'id': 'Q865', 'pos': [12, 13]}, 't': {'id': 'Q148', 'pos': [26, 27]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0631', 'sentence_id': 37, 'h': {'id': 'Q865', 'pos': [28, 29]}, 't': {'id': 'Q148', 'pos': [18, 19]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0667', 'sentence_id': 18, 'h': {'id': 'Q869', 'pos': [29, 30]}, 't': {'id': 'Q833', 'pos': [27, 28]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0672', 'sentence_id': 2, 'h': {'id': 'Q1867', 'pos': [26, 27]}, 't': {'id': 'Q865', 'pos': [15, 16]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0672', 'sentence_id': 3, 'h': {'id': 'Q1810082', 'pos': [5, 7]}, 't': {'id': 'Q90', 'pos': [11, 12]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0672', 'sentence_id': 19, 'h': {'id': 'Q928', 'pos': [19, 20]}, 't': {'id': 'Q17', 'pos': [22, 23]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0672', 'sentence_id': 24, 'h': {'id': 'Q869', 'pos': [29, 30]}, 't': {'id': 'Q833', 'pos': [31, 32]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0672', 'sentence_id': 24, 'h': {'id': 'Q833', 'pos': [3, 4]}, 't': {'id': 'Q928', 'pos': [5, 6]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0672', 'sentence_id': 24, 'h': {'id': 'Q40', 'pos': [13, 14]}, 't': {'id': 'Q35', 'pos': [12, 13]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0672', 'sentence_id': 24, 'h': {'id': 'Q148', 'pos': [17, 18]}, 't': {'id': 'Q865', 'pos': [12, 13]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0672', 'sentence_id': 24, 'h': {'id': 'Q865', 'pos': [21, 22]}, 't': {'id': 'Q1867', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0672', 'sentence_id': 27, 'h': {'id': 'Q1867', 'pos': [0, 1]}, 't': {'id': 'Q865', 'pos': [15, 16]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0679', 'sentence_id': 18, 'h': {'id': 'Q865', 'pos': [9, 10]}, 't': {'id': 'Q148', 'pos': [32, 33]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0688', 'sentence_id': 11, 'h': {'id': 'Q148', 'pos': [12, 13]}, 't': {'id': 'Q843', 'pos': [20, 21]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0688', 'sentence_id': 24, 'h': {'id': 'Q1435', 'pos': [16, 17]}, 't': {'id': 'Q224', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0715', 'sentence_id': 10, 'h': {'id': 'Q574', 'pos': [6, 8]}, 't': {'id': 'Q252', 'pos': [3, 4]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0715', 'sentence_id': 10, 'h': {'id': 'Q79', 'pos': [16, 17]}, 't': {'id': 'Q810', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0715', 'sentence_id': 10, 'h': {'id': 'Q34479', 'pos': [19, 20]}, 't': {'id': 'Q37979', 'pos': [14, 15]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0715', 'sentence_id': 10, 'h': {'id': 'Q108', 'pos': [5, 6]}, 't': {'id': 'Q126', 'pos': [16, 17]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0715', 'sentence_id': 12, 'h': {'id': 'Q437', 'pos': [7, 8]}, 't': {'id': 'Q215', 'pos': [8, 9]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0715', 'sentence_id': 12, 'h': {'id': 'Q1494', 'pos': [9, 10]}, 't': {'id': 'Q173', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0755', 'sentence_id': 2, 'h': {'id': 'Q335222', 'pos': [7, 9]}, 't': {'id': 'Q34', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0824', 'sentence_id': 6, 'h': {'id': 'Q215', 'pos': [2, 3]}, 't': {'id': 'Q224', 'pos': [4, 5]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0855', 'sentence_id': 10, 'h': {'id': 'Q1435', 'pos': [16, 17]}, 't': {'id': 'Q224', 'pos': [11, 12]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0868', 'sentence_id': 18, 'h': {'id': 'Q285012', 'pos': [18, 20]}, 't': {'id': 'Q30', 'pos': [0, 2]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0884', 'sentence_id': 1, 'h': {'id': 'Q155', 'pos': [15, 16]}, 't': {'id': 'Q414', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0909', 'sentence_id': 1, 'h': {'id': 'Q817', 'pos': [17, 18]}, 't': {'id': 'Q796', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0920', 'sentence_id': 12, 'h': {'id': 'Q159', 'pos': [8, 9]}, 't': {'id': 'Q148', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0923', 'sentence_id': 1, 'h': {'id': 'Q43', 'pos': [14, 15]}, 't': {'id': 'Q148', 'pos': [17, 18]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0935', 'sentence_id': 30, 'h': {'id': 'Q833', 'pos': [30, 31]}, 't': {'id': 'Q928', 'pos': [29, 30]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0938', 'sentence_id': 1, 'h': {'id': 'Q801', 'pos': [9, 10]}, 't': {'id': 'Q36678', 'pos': [20, 22]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0948', 'sentence_id': 18, 'h': {'id': 'Q36', 'pos': [15, 16]}, 't': {'id': 'Q211', 'pos': [14, 15]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.0964', 'sentence_id': 1, 'h': {'id': 'Q659', 'pos': [5, 6]}, 't': {'id': 'Q667', 'pos': [16, 17]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010507.1011', 'sentence_id': 31, 'h': {'id': 'Q159', 'pos': [24, 25]}, 't': {'id': 'Q649', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010508.0013', 'sentence_id': 31, 'h': {'id': 'Q34060', 'pos': [19, 21]}, 't': {'id': 'Q1218', 'pos': [26, 27]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010508.0043', 'sentence_id': 34, 'h': {'id': 'Q3579', 'pos': [14, 15]}, 't': {'id': 'Q1016', 'pos': [31, 32]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010508.0052', 'sentence_id': 11, 'h': {'id': 'Q57401', 'pos': [21, 23]}, 't': {'id': 'Q183', 'pos': [24, 25]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010508.0060', 'sentence_id': 2, 'h': {'id': 'Q16', 'pos': [15, 16]}, 't': {'id': 'Q902', 'pos': [27, 28]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010508.0076', 'sentence_id': 35, 'h': {'id': 'Q131', 'pos': [2, 3]}, 't': {'id': 'Q130', 'pos': [9, 10]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010508.0078', 'sentence_id': 27, 'h': {'id': 'Q463936', 'pos': [18, 20]}, 't': {'id': 'Q1040', 'pos': [13, 14]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010508.0081', 'sentence_id': 1, 'h': {'id': 'Q6135474', 'pos': [1, 3]}, 't': {'id': 'Q319693', 'pos': [5, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010508.0081', 'sentence_id': 1, 'h': {'id': 'Q34', 'pos': [31, 32]}, 't': {'id': 'Q155', 'pos': [8, 9]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010508.0081', 'sentence_id': 1, 'h': {'id': 'Q948', 'pos': [29, 30]}, 't': {'id': 'Q262', 'pos': [27, 28]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010508.0081', 'sentence_id': 1, 'h': {'id': 'Q424', 'pos': [3, 4]}, 't': {'id': 'Q869', 'pos': [1, 2]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010508.0081', 'sentence_id': 1, 'h': {'id': 'Q865', 'pos': [4, 5]}, 't': {'id': 'Q148', 'pos': [23, 24]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010508.0081', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [25, 26]}, 't': {'id': 'Q159', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010508.0092', 'sentence_id': 19, 'h': {'id': 'Q183', 'pos': [9, 10]}, 't': {'id': 'Q159', 'pos': [10, 11]}, 'relation': 'NA'}
